F100MOD to 13.5 %
<<<<<<< HEAD
     0.739880   -0.032493
     0.752768   -0.030278
     0.765670   -0.028076
     0.778566   -0.025864
     0.791404   -0.023675
     0.804084   -0.021543
     0.816567   -0.019515
     0.828858   -0.017624
     0.841084   -0.015895
     0.853317   -0.014301
     0.865684   -0.012843
     0.878236   -0.011442
     0.890867   -0.010110
     0.903607   -0.008842
     0.916423   -0.007618
     0.929243   -0.006423
     0.941905   -0.005250
     0.954216   -0.004134
     0.965963   -0.003088
     0.976822   -0.002128
     0.986555   -0.001285
     0.995012   -0.000594
     1.000000   -0.000273
>>>>>>> develop-jose
